file1,start1,end1,method1,file2_x,start2_x,end2_x,method2,file2_y,start2_y,end2_y,classification,notes
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,doPost,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,doPost,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,doPost,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,doPost,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,doPost,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,doPost,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
2761630_0.java,1,11,method,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/using_a_StatelessSession.java,1,11,method,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/using_a_StatelessSession.java,1,11,QS,SO posts code from hibernate example to assist in reply
6691268_0.java,1,21,method,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,207,227,printStackTraceAsCause,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,172,192,EX,ONE-SIDED code clones from original Throwable code
6691268_0.java,1,21,method,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,207,227,printStackTraceAsCause,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,207,227,EX,SO and qualitas say they copied from original Throwable class
6691268_0.java,1,21,method,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,172,192,printStackTraceAsCause,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,172,192,EX,ONE-SIDED code clones from original Throwable code
6691268_0.java,1,21,method,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,172,192,printStackTraceAsCause,netbeans-6.9.1-201007282301/debugger.jpda/src/org/netbeans/modules/debugger/jpda/expr/InvocationExceptionTranslated.java,207,227,EX,SO and qualitas say they copied from original Throwable class
13460384_0.java,1,12,method,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.web.servlet/src/main/java/org/springframework/web/servlet/support/WebContentGenerator.java,99,110,preventCaching,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.web.servlet/src/main/java/org/springframework/web/servlet/support/WebContentGenerator.java,99,110,QS,SO copies from spring to assist in reply
1201102_0.java,1,23,method,Compiere_330_Source/release_330/base/src/org/compiere/process/RegisterSystem.java,22,118,doIt,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,17,37,EX,INSECURE CODE/ONE-SIDED: SO answer has a link of the original code: http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html
1201102_0.java,1,23,method,Compiere_330_Source/release_330/base/src/org/compiere/process/RegisterSystem.java,22,118,doIt,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/base/remote/HttpsUtility.java,81,100,EX,INSECURE CODE/ONE-SIDED: SO answer has a link of the original code: http://web.archive.org/web/20121022013056/http://exampledepot.com/egs/javax.net.ssl/TrustAll.html
14940863_0.java,1,26,method,jstock-1.0.7c/jstock/src/org/yccheok/jstock/alert/GoogleMail.java,18,43,Send,jstock-1.0.7c/jstock/src/org/yccheok/jstock/alert/GoogleMail.java,18,43,QS,SO says he copied from jstock
14582029_0.java,1,12,method,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,method,hibernate-release-4/hibernate-release-4.2.2.Final/project/documentation/src/main/docbook/devguide/en-US/extras/flush_and_clear_session.java,1,12,QS,SO answer posts code from hibernate to assist reply
24404964_0.java,1,36,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/catalina/connector/CoyoteAdapter.java,543,578,parseSessionCookiesId,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/catalina/connector/CoyoteAdapter.java,543,578,QS,SO copies from tomcat to help the answer
13524878_0.java,1,16,method,netbeans-6.9.1-201007282301/java.source/test/unit/data/jdk/JTable.java,1469,1484,stopCellEditing,netbeans-6.9.1-201007282301/java.source/test/unit/data/jdk/JTable.java,1469,1484,QS,SO provides code to point to the problem the author of the question had.
6951800_0.java,1,16,method,netbeans-6.9.1-201007282301/javahelp/src/org/netbeans/modules/javahelp/BrowserDisplayer.java,248,263,getAttributeSetFont,netbeans-6.9.1-201007282301/javahelp/src/org/netbeans/modules/javahelp/BrowserDisplayer.java,248,263,UD,"cloned code, no evidence"
24963319_2.java,1,13,method,geotools-2/geotools-2.7-M3/modules/unsupported/swing/src/main/java/org/jdesktop/swingworker/SwingWorker.java,163,175,doneEDT,geotools-2/geotools-2.7-M3/modules/unsupported/swing/src/main/java/org/jdesktop/swingworker/SwingWorker.java,163,175,EX,ONE-SIDED: SO answer discusses that the doneEDT() is from javax.swing.SwingWorker.
11825416_0.java,1,13,method,geotools-2/geotools-2.7-M3/modules/unsupported/swing/src/main/java/org/jdesktop/swingworker/SwingWorker.java,163,175,doneEDT,geotools-2/geotools-2.7-M3/modules/unsupported/swing/src/main/java/org/jdesktop/swingworker/SwingWorker.java,163,175,EX,SO question asks about SwingWorker. SO answer copies code from SwingWorker to assist in reply. geotools copied SwingWorker from Sun to their code base
23520731_0.java,1,75,method,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/tool/hbm2ddl/SchemaUpdate.java,115,190,execute,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/main/java/org/hibernate/tool/hbm2ddl/SchemaUpdate.java,115,190,QS,SO copies code from hibernate to help the answer
